7.999999999999954525e+01 -2.999999999999876721e+01 -1.099999999999985647e+02 -2.500000000000060751e+01 9.599999999999890576e+01 -6.899999999999832312e+01 1.050000000000043343e+02 4.020000000000038085e+02 2.600000000000326139e+01 -5.999999999999750599e+01 -6.699999999999820943e+01 -6.699999999999903366e+01
7.451259994337672765e+01 -2.378096838899963927e+01 -9.789511152866312216e+01 -2.555670055157213483e+01 8.795911461988339397e+01 -5.959747849214080873e+01 9.671459220961837389e+01 3.668295537266895394e+02 1.654346541878403087e+01 -6.205226008999555631e+01 -6.353041024563483319e+01 -6.102829790092742002e+01
6.703745161206242642e+01 -2.312741854011376574e+01 -8.917452450049299273e+01 -2.100420904486024298e+01 8.010036954048008795e+01 -5.514587205525906199e+01 8.420347446288619153e+01 3.346659284931427010e+02 1.322610580861173268e+01 -6.291477507331844521e+01 -6.494928638971268242e+01 -6.002646285566303419e+01
6.360832073271500775e+01 -2.145233078190274512e+01 -8.398553013294949210e+01 -1.840022526174131912e+01 7.557984794113758653e+01 -5.197640831066774325e+01 7.657659968047987320e+01 3.126545538320373794e+02 8.964009311822771053e+00 -6.446649046089360979e+01 -6.615913212964649404e+01 -5.938209595503450089e+01
6.378136358305557252e+01 -1.831458275555290527e+01 -8.110228235797967500e+01 -1.969888592686287510e+01 7.394101748310401945e+01 -4.919797026339028889e+01 7.487889692401469688e+01 3.003649642485624440e+02 3.472059362868269439e+00 -6.677718298236204930e+01 -6.599762020878117141e+01 -5.716780516745681950e+01
6.542207337906806686e+01 -1.592241226381662322e+01 -7.994630617358832581e+01 -2.302589767906637874e+01 7.420167499305756564e+01 -4.772669656543722283e+01 7.533464172295315109e+01 2.946898600503847092e+02 -1.184320191019591073e+00 -7.025538176580819538e+01 -6.746521982741138856e+01 -5.523594775484141906e+01
6.579725224775165771e+01 -1.700148014414452291e+01 -8.082273136358517718e+01 -2.386720042763431238e+01 7.481683202431540280e+01 -4.891566671067761263e+01 7.401372654566631581e+01 2.920334989682752393e+02 -2.680370326882329124e+00 -7.452456387563985629e+01 -7.163369914040508490e+01 -5.588372893894818816e+01
6.738658976979819215e+01 -1.876013936006388150e+01 -8.428850379079013067e+01 -2.346946678349400273e+01 7.695092234099233508e+01 -5.133082685432601266e+01 7.302743946018570398e+01 2.917859407755402685e+02 -5.852292670314092504e+00 -8.023712251019968278e+01 -7.581423209679141451e+01 -5.844863859667781014e+01
6.958114236904864924e+01 -2.175926392114747188e+01 -9.025811997785005758e+01 -2.200687375850865024e+01 8.044750379265788354e+01 -5.552267123518146263e+01 7.284047684197345518e+01 2.927653848533985865e+02 -1.112248462632386570e+01 -8.626692644988577285e+01 -7.870747836865454872e+01 -6.251956219574257290e+01
7.180720308581543065e+01 -2.632802386214273227e+01 -9.751782774805279530e+01 -2.037328681180978052e+01 8.525194595496127192e+01 -6.163994548983855282e+01 7.337199737457147819e+01 2.945076082938731474e+02 -1.761559897280493558e+01 -9.254102655375533004e+01 -8.233801007204976941e+01 -6.801014118440731693e+01
7.185222145539646021e+01 -3.330077160795924840e+01 -1.042236918769621496e+02 -1.721895223768424543e+01 8.940928466645027584e+01 -6.918065584385635702e+01 7.291927678085747289e+01 2.957625285323044295e+02 -2.139489547032786376e+01 -9.819928324138457754e+01 -8.816566414050409151e+01 -7.428985215299982769e+01
7.257775709556064214e+01 -3.812950102235093652e+01 -1.093668008551422872e+02 -1.554613724602895175e+01 9.299848199837705920e+01 -7.448575442653282153e+01 7.322313345976202470e+01 2.971455237014979502e+02 -2.466869162097851387e+01 -1.033388797765390592e+02 -9.387420461479310063e+01 -7.874841029924624536e+01
7.439800893477772092e+01 -4.010330310121254627e+01 -1.134011217856470068e+02 -1.564083977693544725e+01 9.553730274776246745e+01 -7.690987960143657176e+01 7.376792258750869280e+01 2.979029105643742241e+02 -2.731955486263936805e+01 -1.065596784751477486e+02 -9.681431622306908480e+01 -8.084482197686108407e+01
