1,2,3,4,5,6,7,8,9,10,11,12
25,90,65,-20,-59,78,43,82,88,89,74,67
17,82,66,-24,-50,74,38,76,80,81,67,61
12,74,63,-25,-44,69,34,69,73,73,60,55
16,69,54,-19,-44,62,31,63,64,65,52,49
24,66,42,-9,-46,54,28,57,56,58,45,43
35,63,27,4,-50,45,27,53,49,53,40,40
44,61,17,14,-54,39,27,50,44,49,36,38
45,61,15,15,-54,38,28,49,42,48,35,38
42,61,19,12,-52,39,31,49,42,47,36,39
37,60,24,7,-50,42,32,49,44,48,37,39
32,60,29,2,-47,44,33,49,45,49,39,39
29,59,31,0,-45,44,31,48,45,49,41,38
27,57,31,-1,-43,44,29,47,45,49,42,37
25,55,31,-2,-41,43,26,45,46,49,42,36
24,53,30,-2,-40,41,23,44,46,49,42,35
24,51,27,-1,-38,39,20,42,46,48,41,34
25,49,24,1,-38,36,17,40,44,47,39,33
27,47,20,4,-38,33,14,39,43,46,36,32
29,46,16,8,-38,30,13,38,41,44,33,30
31,44,13,10,-39,28,12,38,39,43,31,29
32,43,11,11,-39,27,13,39,38,42,29,29
31,43,12,11,-38,27,16,42,38,42,28,29
29,43,14,9,-37,28,19,44,39,42,28,31
26,43,17,6,-36,30,22,46,40,43,28,32
24,44,20,3,-35,31,24,48,41,44,29,33
22,44,21,2,-34,32,24,49,42,45,30,34
21,44,22,1,-33,32,24,49,42,45,31,34
20,43,22,0,-32,32,22,48,42,44,31,33
20,41,21,1,-31,30,20,46,41,43,31,31
20,40,19,2,-30,29,17,43,40,41,31,29
20,39,18,2,-30,28,16,40,39,40,30,28
22,39,17,4,-31,27,14,37,38,39,30,27
23,39,16,5,-32,27,13,35,37,39,30,27
25,40,15,6,-33,27,12,34,36,39,30,27
26,41,14,7,-34,27,12,33,36,39,29,27
28,41,13,8,-35,27,12,32,35,38,29,27
29,41,12,9,-36,26,12,31,35,38,28,26
31,41,10,11,-37,25,13,30,34,37,27,26
34,42,8,13,-38,25,14,29,34,37,26,25
36,43,7,15,-40,25,14,29,33,36,25,25
36,44,8,15,-41,26,15,30,33,37,24,25
35,45,10,13,-41,27,16,31,34,38,24,25
32,45,14,10,-39,29,17,33,36,39,24,26
27,44,18,6,-37,31,19,35,37,41,25,28
23,43,21,2,-34,32,20,37,39,43,26,29
19,41,23,-1,-31,32,20,39,41,45,27,31
17,39,24,-3,-29,31,21,40,42,46,28,32
15,37,23,-3,-27,29,21,41,42,47,29,32
13,34,22,-4,-25,27,21,42,43,48,30,33
11,31,20,-4,-22,25,21,43,44,49,30,33
10,28,18,-3,-20,23,21,45,45,50,30,33
9,25,16,-3,-18,20,21,46,46,50,31,33
9,23,15,-2,-17,19,22,47,48,50,30,32
8,22,14,-2,-16,18,22,48,49,49,30,31
7,21,15,-3,-15,18,22,49,50,49,30,31
6,22,17,-5,-15,20,22,50,51,50,30,31
5,24,20,-6,-16,22,21,50,51,50,30,32
5,26,22,-8,-17,24,19,49,51,51,30,33
5,28,23,-8,-18,26,17,48,49,52,30,33
7,29,23,-7,-19,27,14,45,47,52,29,33
8,29,21,-6,-20,26,11,43,45,52,28,33
10,29,19,-4,-21,24,8,40,44,51,27,32
11,27,16,-2,-20,22,6,39,42,50,26,31
12,25,14,-1,-20,20,5,38,41,49,25,30
11,23,13,0,-18,18,4,38,41,47,24,28
9,21,12,-1,-16,17,5,38,41,46,23,26
7,19,13,-2,-14,16,6,39,41,44,22,23
4,18,14,-4,-12,16,7,40,41,42,22,21
2,17,15,-6,-10,16,8,40,41,39,22,18
1,17,16,-7,-10,17,10,41,41,37,21,16
2,18,17,-7,-10,18,11,41,41,36,21,15
3,20,18,-7,-12,19,12,41,41,35,20,15
5,22,18,-6,-14,20,13,42,41,35,20,16
8,24,17,-5,-16,21,13,42,41,35,20,17
10,26,17,-3,-19,22,13,41,41,35,19,18
12,27,16,-2,-20,22,11,39,40,35,19,18
14,28,14,0,-22,21,9,37,39,34,18,18
16,28,13,2,-22,20,6,33,37,33,17,18
16,27,11,3,-22,19,3,30,34,32,16,17
16,26,11,3,-21,18,1,26,32,31,14,16
15,24,11,3,-20,17,0,23,30,30,12,15
12,23,12,1,-19,17,0,21,28,29,10,14
10,22,13,-1,-17,17,0,19,25,29,8,13
7,21,14,-2,-15,17,0,17,22,28,7,11
5,20,15,-4,-14,18,0,16,19,27,6,10
4,19,16,-5,-13,18,1,15,17,26,5,9
2,19,17,-7,-12,18,2,14,15,25,5,9
0,18,19,-9,-11,19,3,15,14,25,5,10
-3,17,22,-12,-9,19,5,16,14,26,6,12
-6,17,24,-14,-7,20,6,17,14,28,7,13
-8,16,25,-16,-5,20,6,18,14,29,9,15
-8,15,25,-15,-5,19,5,18,15,29,11,16
-7,14,22,-13,-5,18,3,17,15,28,12,16
-4,14,19,-10,-6,16,2,16,15,27,13,16
0,14,16,-7,-8,14,0,15,15,25,13,16
3,15,14,-4,-10,14,-1,14,16,25,13,16
5,17,14,-3,-12,14,-1,15,17,25,14,17
5,19,16,-4,-13,17,0,16,19,26,15,19
3,21,20,-7,-13,20,3,18,22,27,16,21
0,24,25,-12,-13,24,5,21,25,28,18,23
-4,26,32,-17,-12,29,8,23,28,30,20,25
-7,29,38,-22,-12,33,11,25,30,32,23,26
-9,32,42,-25,-12,37,13,26,32,34,25,27
-8,36,46,-26,-15,41,15,27,34,35,27,28
-4,41,47,-25,-19,44,17,29,35,37,28,29
2,48,48,-23,-26,48,20,30,37,39,30,31
9,56,49,-20,-33,52,23,32,39,41,31,33
16,64,50,-17,-41,57,27,35,41,45,33,36
23,72,51,-14,-49,61,30,37,44,48,35,39
29,80,53,-12,-55,66,32,39,46,52,37,42
34,87,55,-10,-62,70,32,40,48,55,39,45
38,94,57,-8,-67,75,31,41,49,58,41,47
42,101,60,-8,-72,79,29,41,49,61,42,49
45,107,63,-8,-77,84,26,40,49,63,44,51
47,113,68,-9,-81,90,22,38,49,65,45,52
48,119,72,-11,-85,95,18,36,49,66,46,54
49,124,77,-13,-88,100,12,33,49,66,47,55
51,129,80,-13,-91,104,6,28,48,65,48,55
54,133,80,-12,-95,106,-1,23,46,63,47,55
59,137,79,-9,-99,107,-9,16,44,60,47,53
64,140,77,-6,-103,107,-17,9,40,57,46,52
69,143,74,-2,-107,107,-25,3,37,53,44,50
73,145,73,1,-110,108,-32,-2,34,50,42,49
76,146,71,3,-112,108,-38,-5,32,48,41,49
78,147,70,4,-113,108,-43,-7,30,47,40,49
80,147,69,6,-114,108,-47,-8,28,47,39,50
81,146,66,7,-114,106,-51,-8,27,47,39,52
81,143,64,9,-113,103,-54,-7,25,48,38,53
81,140,61,10,-111,100,-57,-7,24,48,38,54
79,136,59,10,-108,97,-58,-6,23,48,37,55
76,131,57,10,-104,94,-57,-5,22,49,36,55
72,127,56,9,-100,91,-54,-4,22,50,35,55
67,121,55,7,-95,87,-50,-3,22,50,33,54
61,114,54,4,-88,83,-45,-2,23,50,31,52
54,106,53,2,-81,78,-40,-2,22,49,29,48
46,97,51,-1,-73,73,-35,-2,21,46,26,44
39,87,49,-4,-64,67,-31,-3,20,42,23,38
32,77,46,-6,-56,62,-27,-4,18,37,19,32
26,69,43,-7,-49,56,-23,-6,15,31,16,26
22,60,39,-8,-42,50,-21,-8,11,25,12,21
19,52,34,-7,-36,43,-20,-10,7,20,8,16
16,44,29,-6,-31,37,-19,-13,3,15,4,12
14,37,24,-4,-27,30,-20,-15,-2,10,1,8
13,31,19,-2,-23,25,-21,-17,-5,7,-2,6
11,26,15,-1,-20,20,-22,-19,-8,4,-4,4
10,22,12,-1,-17,17,-22,-19,-10,2,-6,2
8,18,11,-1,-15,15,-23,-19,-12,1,-7,1
6,16,10,-1,-12,13,-23,-18,-12,0,-8,0
4,13,9,-2,-10,11,-23,-17,-13,-2,-8,-2
3,10,8,-2,-8,9,-24,-17,-14,-3,-9,-3
2,7,6,-1,-6,6,-24,-17,-14,-5,-9,-5
3,5,3,0,-5,4,-24,-17,-14,-6,-10,-6
3,4,1,2,-5,2,-24,-16,-14,-7,-10,-6
4,3,-1,3,-4,1,-22,-15,-13,-8,-9,-6
4,2,-2,3,-4,0,-19,-13,-11,-8,-8,-5
3,1,-2,3,-3,-1,-15,-10,-9,-7,-6,-4
5,1,-4,5,-2,-2,-14,-9,-8,-7,-5,-4
3,-1,-1,2,0,-1,-6,-5,-3,-4,-3,-2
0,0,0,0,0,0,0,0,0,0,0,0
-1,3,4,-2,0,5,8,6,5,4,2,2
-4,6,10,-6,0,9,16,14,12,8,5,4
-7,8,17,-12,1,14,25,24,20,13,7,6
-10,11,22,-16,0,18,35,37,28,17,10,5
-15,12,28,-20,1,21,47,48,37,22,13,5
-2,17,22,-11,-6,20,62,65,49,26,17,-2
4,17,13,-4,-9,16,73,84,65,33,23,-1
9,13,5,3,-11,9,82,106,83,43,33,4
20,16,-2,12,-18,7,79,118,106,62,49,20
36,28,-7,24,-32,10,68,132,134,86,75,43
75,46,-27,52,-61,10,51,137,165,126,112,79
128,71,-54,93,-99,9,30,139,201,178,159,129
179,104,-72,128,-142,17,-7,124,233,229,216,185
227,140,-84,157,-183,29,-56,93,265,284,280,249
281,193,-85,185,-236,54,-121,54,301,350,354,331
336,253,-82,211,-294,85,-198,4,341,428,439,422
414,336,-75,246,-373,130,-286,-48,385,521,531,528
503,435,-65,285,-468,185,-382,-102,428,623,630,640
562,508,-52,308,-535,228,-481,-169,447,701,715,728
607,568,-36,323,-587,266,-581,-241,454,766,816,800
640,580,-58,351,-609,260,-661,-317,417,777,834,810
665,561,-103,386,-613,228,-725,-392,355,753,810,780
659,532,-124,393,-595,204,-768,-470,254,676,741,717
625,488,-136,382,-556,175,-793,-551,127,556,637,624
543,437,-105,326,-490,166,-787,-616,-14,409,500,508
426,372,-51,240,-399,160,-757,-679,-172,233,332,365
329,309,-17,175,-318,145,-706,-693,-278,85,196,246
242,250,10,117,-245,130,-636,-676,-352,-54,71,139
171,196,26,74,-184,111,-559,-637,-392,-148,-20,53
113,155,43,36,-133,98,-477,-575,-399,-204,-84,-9
63,128,67,-1,-95,98,-397,-506,-379,-232,-118,-44
28,118,93,-31,-72,106,-317,-419,-324,-224,-118,-51
11,119,111,-48,-65,115,-253,-332,-261,-192,-99,-41
13,122,112,-48,-66,117,-199,-245,-188,-137,-63,-19
24,122,99,-37,-71,111,-153,-165,-114,-76,-23,11
38,112,76,-18,-74,94,-115,-102,-50,-22,10,37
52,95,44,5,-73,69,-88,-61,-12,16,29,46
61,74,16,25,-66,44,-65,-42,0,33,30,39
50,45,-3,28,-47,21,-51,-37,-5,25,17,24
29,21,-5,17,-24,9,-45,-38,-20,5,-2,10
10,11,4,5,-10,7,-29,-41,-35,-19,-22,-6
-3,13,17,-8,-6,15,-9,-38,-38,-34,-33,-14
-5,20,26,-14,-7,24,0,-29,-31,-34,-31,-12
7,21,15,-2,-14,17,-4,-16,-7,-7,-11,2
10,20,11,1,-16,15,0,-8,5,2,-5,6
13,17,5,6,-15,10,2,-2,14,12,0,8
15,11,-3,10,-13,3,2,2,18,18,2,8
14,4,-9,13,-10,-3,1,1,16,15,-2,3
13,-2,-15,15,-6,-9,0,-3,10,9,-9,-4
12,-6,-18,16,-4,-12,-1,-7,3,1,-17,-11
11,-7,-17,15,-3,-13,0,-9,-2,-6,-23,-16
11,-6,-15,14,-3,-11,2,-9,-4,-9,-26,-18
11,-3,-13,13,-5,-9,5,-7,-1,-9,-24,-17
11,-1,-11,12,-6,-7,8,-3,4,-5,-20,-14
10,-1,-10,11,-6,-6,11,1,10,0,-14,-10
6,-2,-7,7,-3,-5,14,4,16,6,-9,-6
-3,-4,-1,0,2,-3,17,8,21,11,-4,-2
-12,-6,7,-9,8,0,19,10,24,14,-1,1
-19,-6,14,-16,12,3,21,10,26,17,0,2
-22,-4,19,-20,13,7,20,10,26,17,0,3
-21,0,21,-20,10,10,19,10,27,17,0,3
-16,4,21,-18,5,12,16,9,28,17,1,5
-10,8,19,-14,0,13,11,8,31,18,4,6
-2,12,15,-8,-6,13,7,8,34,20,8,8
8,15,9,0,-12,12,4,8,38,22,11,9
19,18,0,10,-19,9,2,6,39,23,13,8
32,21,-10,21,-27,5,2,4,39,23,13,6
43,22,-20,32,-33,1,2,1,37,21,10,2
51,21,-29,40,-37,-4,3,-3,33,18,6,-2
53,19,-33,43,-37,-7,4,-6,30,15,2,-5
50,17,-32,41,-34,-8,7,-7,29,14,-1,-7
41,14,-26,34,-29,-6,12,-5,30,14,-1,-5
29,13,-15,23,-22,-1,17,0,36,15,2,0
17,11,-5,12,-16,3,23,6,42,18,6,5
11,11,2,5,-13,7,26,11,47,20,10,10
8,12,5,2,-12,9,28,15,51,22,14,12
10,14,6,3,-14,11,30,18,55,23,17,13
13,18,7,4,-17,13,30,21,58,25,19,15
15,22,8,4,-20,15,31,24,63,29,23,17
17,26,10,4,-22,18,32,28,68,34,28,21
18,28,12,3,-24,20,31,31,72,39,33,26
19,30,12,3,-25,21,30,34,76,44,37,29
20,30,12,4,-26,21,27,34,78,47,40,30
22,30,9,7,-27,20,23,33,78,49,41,29
27,30,4,11,-29,17,19,31,77,50,41,27
31,31,1,16,-32,15,16,28,77,50,40,25
34,32,-1,18,-34,15,15,28,79,51,41,25
35,34,0,18,-35,16,16,29,82,52,42,25
33,35,3,16,-35,18,18,31,86,54,44,27
31,35,5,13,-34,20,21,33,88,56,46,29
30,34,5,13,-33,19,24,34,88,57,47,30
31,33,3,15,-33,18,26,35,89,57,47,32
36,34,-1,19,-36,17,28,37,90,57,48,35
43,36,-5,25,-40,15,29,40,92,58,49,38
52,40,-11,32,-47,15,29,43,94,60,50,41
62,44,-16,39,-54,14,28,46,96,63,51,44
70,49,-20,45,-60,15,25,49,98,66,52,47
76,53,-21,49,-65,16,22,51,101,69,53,50
78,57,-21,50,-68,18,19,54,103,72,55,54
80,60,-19,50,-71,21,18,56,107,76,58,57
83,64,-17,51,-74,23,18,58,112,80,61,60
85,68,-16,51,-78,26,19,62,118,84,65,64
87,72,-13,50,-80,30,21,67,125,89,70,68
85,75,-9,48,-81,33,24,73,134,95,76,73
80,75,-4,42,-78,35,26,80,142,103,83,80
74,74,1,36,-75,37,28,85,151,112,91,87
68,72,6,31,-71,38,29,88,158,121,98,94
65,71,8,29,-69,39,28,90,164,129,104,101
67,72,6,31,-71,39,27,91,170,137,110,106
72,74,3,35,-75,39,25,93,175,145,116,111
78,77,1,39,-79,39,23,96,180,151,121,115
83,82,0,41,-84,42,22,100,185,157,126,119
87,89,3,42,-89,47,23,105,191,163,132,124
92,97,7,43,-96,52,24,111,198,169,138,130
98,106,9,45,-103,58,25,117,205,176,144,135
106,115,10,48,-112,62,27,122,211,183,150,140
115,123,9,53,-120,66,27,127,217,188,154,144
124,131,8,58,-129,69,28,131,223,193,159,148
134,141,7,63,-138,73,30,136,229,199,165,153
142,149,8,67,-146,78,32,142,236,206,170,158
148,155,8,70,-152,81,33,146,243,213,176,163
152,160,8,72,-157,83,33,150,249,220,181,168
155,162,8,74,-160,85,33,153,254,226,184,172
159,164,6,77,-162,85,31,155,257,232,187,176
163,166,3,80,-166,85,29,157,260,238,190,180
168,169,2,83,-169,86,27,160,263,243,194,184
171,173,3,84,-173,89,25,164,265,249,199,188
172,179,8,82,-177,94,24,169,267,254,205,193
170,184,15,78,-179,100,25,176,270,260,212,199
167,189,23,72,-180,107,27,184,273,265,219,205
163,192,30,67,-179,111,30,192,275,270,226,211
156,192,37,61,-176,115,33,199,276,274,231,214
149,191,43,54,-172,117,35,204,275,276,234,216
141,188,49,47,-166,119,37,208,272,276,236,215
131,184,55,39,-159,120,39,210,266,274,235,212
124,181,59,33,-153,120,40,210,260,271,233,208
122,179,59,33,-152,119,41,209,253,265,228,202
125,178,56,35,-152,117,41,206,244,258,222,196
129,178,50,40,-155,114,42,202,235,251,214,189
133,176,45,45,-156,111,42,197,224,242,205,180
133,173,41,47,-154,107,41,190,212,232,195,170
132,169,38,47,-151,103,40,182,198,219,183,159
130,164,35,48,-148,100,38,172,183,204,170,148
127,159,33,48,-144,96,37,163,167,188,156,137
121,152,31,46,-137,91,36,154,152,172,144,126
114,144,31,42,-130,87,36,145,139,158,133,117
103,135,33,36,-120,84,37,139,127,147,123,110
91,126,36,28,-110,81,37,133,117,136,114,103
80,117,38,21,-100,77,37,127,107,126,104,96
71,109,40,16,-91,74,36,121,96,115,94,87
63,102,40,12,-84,71,34,114,85,104,83,78
58,96,39,10,-78,67,31,108,74,92,72,67
55,90,36,9,-73,63,28,102,64,82,62,58
52,85,34,10,-70,60,26,96,55,72,53,49
52,83,32,11,-68,57,25,92,47,63,47,42
52,81,31,11,-68,56,26,89,41,56,42,37
51,82,32,10,-68,57,28,87,38,50,39,32
51,82,32,10,-68,57,30,86,35,45,37,28
50,82,33,9,-67,57,32,86,34,41,35,24
49,81,33,9,-66,57,33,85,32,38,34,22
47,79,33,8,-64,56,33,83,30,36,33,20
44,78,34,6,-62,56,32,82,28,34,31,18
41,76,36,3,-59,56,32,80,25,33,30,17
36,74,39,-1,-56,56,30,79,22,32,28,17
31,71,41,-4,-52,56,29,78,19,31,26,16
27,68,42,-7,-49,55,26,76,16,30,24,16
24,64,42,-8,-45,53,23,75,14,28,22,15
21,59,40,-8,-42,49,20,73,11,26,21,15
20,54,36,-7,-38,45,17,72,9,24,19,14
18,50,33,-6,-35,41,15,71,8,22,18,14
17,46,31,-6,-32,38,13,70,7,21,18,13
15,43,29,-6,-30,36,12,69,6,20,18,13
14,42,30,-7,-29,35,11,69,6,20,18,13
12,42,31,-9,-28,36,10,68,6,20,19,14
11,44,34,-11,-28,38,10,67,6,21,20,15
9,46,37,-13,-28,41,11,67,7,23,21,16
8,48,41,-16,-29,44,12,67,7,23,22,17
6,50,45,-19,-29,47,13,67,8,24,23,17
5,51,47,-21,-29,49,14,67,8,24,23,16
5,53,49,-22,-30,50,14,66,9,23,23,14
5,54,49,-22,-30,51,14,65,8,21,22,12
7,54,48,-20,-31,51,14,63,7,20,20,9
9,54,46,-18,-33,50,14,61,5,18,18,6
12,54,43,-15,-34,48,13,59,3,16,17,4
15,53,39,-12,-35,46,12,57,2,15,15,2
18,51,34,-8,-36,43,11,55,0,14,14,0
21,49,29,-4,-37,39,10,55,-1,13,13,0
24,48,24,0,-37,36,9,55,-2,12,13,0
27,46,20,4,-38,33,8,55,-1,12,13,0
29,45,16,7,-38,30,8,56,0,13,14,2
31,44,14,9,-39,29,7,57,2,14,15,4
32,44,13,10,-39,28,7,58,4,16,17,6
34,44,12,11,-40,27,7,60,7,17,19,8
35,44,11,12,-41,27,7,61,10,19,21,10
36,45,11,13,-41,27,7,62,12,21,23,12
35,45,11,12,-41,27,8,63,15,24,25,13
34,44,12,11,-40,27,8,64,17,26,27,15
31,43,13,9,-38,28,9,66,20,28,29,17
29,42,14,7,-36,27,11,68,22,31,31,20
27,40,15,6,-34,27,12,69,24,33,32,23
25,38,15,5,-32,26,14,71,26,35,34,25
23,36,15,5,-30,25,16,73,27,36,35,28
21,34,15,4,-29,24,18,74,28,36,35,30
20,33,15,3,-27,23,20,75,29,36,35,31
18,31,15,2,-26,23,21,76,29,35,34,32
16,30,16,1,-25,23,22,76,28,33,33,32
15,29,16,0,-24,23,22,75,27,32,32,32
14,29,16,0,-23,23,22,74,26,31,30,31
14,29,16,0,-23,22,22,72,25,30,29,30
15,29,15,0,-24,22,22,70,24,29,28,29
16,30,14,1,-24,22,22,68,23,28,27,27
18,31,13,3,-26,21,22,66,22,27,26,26
21,32,12,5,-28,21,23,65,22,26,25,24
25,34,10,7,-31,22,23,64,21,24,23,23
29,37,9,10,-34,23,24,64,21,23,22,21
32,40,8,12,-37,24,24,64,21,22,21,21
35,42,8,13,-40,25,23,64,21,22,21,21
36,45,9,13,-41,27,22,65,21,23,21,21
37,46,10,13,-42,28,20,65,22,25,22,22
36,47,12,12,-42,29,18,65,22,26,23,23
35,47,14,11,-42,30,16,65,23,28,24,23
33,47,15,9,-41,31,16,65,24,30,26,24
30,46,18,7,-39,32,16,65,25,31,28,25
26,46,20,4,-37,33,17,65,27,32,29,26
23,45,23,0,-35,34,18,65,28,33,31,27
20,45,27,-3,-34,36,20,64,29,34,32,27
17,46,31,-6,-33,38,21,64,29,34,33,27
16,48,34,-9,-33,41,22,63,29,34,34,28
15,49,37,-11,-33,43,23,62,29,34,34,29
14,51,39,-12,-34,45,24,62,29,34,35,30
13,52,41,-14,-34,46,24,62,29,34,36,32
12,52,42,-15,-33,47,24,62,30,34,36,33
10,51,43,-16,-32,47,24,63,31,34,37,35
9,50,43,-17,-30,46,24,63,31,34,37,36
8,49,42,-16,-29,44,24,63,31,34,37,36
8,47,40,-15,-28,43,24,62,30,34,37,36
9,46,37,-14,-28,41,23,60,29,33,36,35
9,44,35,-13,-28,40,23,58,27,32,35,32
9,43,34,-12,-27,38,22,54,24,31,34,30
9,42,33,-12,-26,37,21,50,21,29,32,26
9,40,32,-12,-26,36,19,46,18,27,29,23
9,40,31,-11,-26,35,16,41,14,25,27,19
11,39,29,-10,-26,34,13,37,11,23,24,16
12,39,28,-8,-27,33,10,34,8,21,22,14
14,40,26,-7,-28,33,8,32,6,20,20,12
15,40,26,-6,-29,33,6,32,6,20,20,13
16,42,27,-6,-30,34,5,34,6,20,20,14
16,44,29,-6,-31,36,6,37,8,22,21,16
17,47,31,-7,-33,39,6,41,10,24,23,19
18,51,35,-9,-36,43,7,44,13,26,26,22
19,56,39,-10,-39,47,9,48,16,29,28,24
20,61,42,-11,-42,52,10,50,18,31,31,25
22,66,45,-12,-46,56,10,51,19,32,33,25
24,71,48,-12,-49,60,11,50,19,33,35,25
28,76,50,-11,-54,63,12,50,20,34,36,24
31,81,52,-10,-58,67,13,49,20,34,37,24
34,86,54,-10,-62,70,16,50,21,34,38,25
37,91,57,-10,-65,74,20,51,24,35,40,27
38,96,59,-10,-68,77,24,54,26,37,42,29
39,100,62,-11,-71,81,27,56,30,40,45,33
41,103,64,-12,-73,84,29,59,33,43,48,37
42,107,66,-12,-76,87,30,60,36,47,52,41
44,111,69,-12,-79,90,28,61,39,51,55,45
46,116,72,-13,-82,94,26,61,41,54,58,49
48,122,75,-13,-86,98,23,60,43,57,61,53
51,128,79,-14,-91,103,19,58,44,59,63,56
53,134,82,-14,-95,108,15,54,44,61,65,58
56,140,86,-15,-99,113,9,50,43,62,66,60
58,145,89,-16,-103,117,4,46,42,62,67,61
59,150,92,-17,-106,121,-2,42,39,62,67,62
60,154,96,-18,-108,125,-7,38,37,62,67,63
61,158,99,-19,-110,128,-11,35,35,61,67,65
62,162,101,-20,-113,131,-14,33,34,62,68,68
62,165,104,-20,-114,134,-16,32,34,63,69,71
62,166,105,-21,-115,135,-17,31,35,64,70,74
61,165,105,-21,-114,134,-18,31,36,66,71,76
59,161,103,-21,-111,132,-19,30,37,67,71,77
57,156,100,-20,-108,128,-20,28,37,67,71,76
55,149,95,-19,-104,122,-20,26,36,64,69,73
53,141,90,-18,-98,116,-20,23,34,60,66,69
49,132,85,-17,-92,109,-19,20,32,55,62,64
44,122,80,-17,-84,101,-17,17,29,50,57,59
38,112,76,-19,-76,95,-15,15,26,44,51,54
30,102,74,-21,-67,88,-12,13,23,39,44,49
22,92,72,-24,-58,82,-10,10,19,33,38,44
13,82,70,-28,-49,76,-9,8,15,28,32,39
5,72,69,-31,-40,70,-8,5,10,23,26,34
-2,63,66,-33,-32,64,-8,3,6,18,21,30
-6,55,61,-33,-26,58,-8,0,2,13,16,26
-7,48,56,-30,-22,51,-8,-3,-1,9,12,23
-5,42,48,-26,-20,45,-8,-5,-3,6,9,20
-1,38,40,-20,-20,39,-8,-8,-5,4,6,17
3,34,31,-13,-20,32,-9,-11,-7,2,4,14
8,30,22,-6,-20,26,-11,-14,-10,1,1,10
13,26,14,0,-21,20,-13,-17,-12,0,-1,6
17,22,6,6,-21,13,-15,-20,-15,-2,-3,3
20,18,-1,11,-20,7,-17,-22,-17,-4,-6,-1
23,14,-7,15,-20,3,-19,-23,-19,-6,-8,-3
24,11,-11,18,-18,-1,-20,-24,-20,-8,-9,-5
23,8,-14,19,-17,-4,-21,-24,-19,-9,-10,-5
22,5,-15,18,-14,-6,-21,-23,-18,-9,-10,-5
19,2,-15,17,-11,-7,-21,-22,-17,-9,-9,-5
15,-1,-13,14,-8,-8,-20,-20,-15,-8,-8,-4
11,-2,-12,11,-5,-8,-18,-18,-13,-7,-7,-3
8,-3,-9,8,-3,-7,-16,-16,-11,-6,-5,-2
6,-3,-7,6,-2,-6,-13,-12,-8,-5,-4,-1
2,-5,-4,3,3,-5,-12,-10,-6,-4,-1,1
2,-2,-2,1,1,-2,-7,-7,-4,-3,0,1
0,0,0,0,0,0,0,0,0,0,0,0
-1,3,4,-2,0,3,11,10,6,6,3,1
-5,3,8,-6,2,5,23,23,11,10,5,-1
-8,0,9,-8,5,4,38,40,18,14,8,-3
-12,-4,9,-10,9,1,52,56,22,15,10,-8
-5,-9,-3,0,7,-5,75,88,40,22,17,-8
-4,-9,-3,0,7,-6,93,118,65,35,30,3
-10,-8,3,-6,10,-3,109,149,97,57,52,19
-5,-1,3,-3,3,0,110,173,135,90,83,48
12,11,0,6,-11,5,99,191,174,131,124,86
47,32,-13,31,-40,9,78,194,213,180,173,130
97,62,-34,66,-78,13,44,188,250,233,229,179
146,104,-41,94,-125,31,-9,163,286,291,293,245
198,156,-40,119,-176,57,-76,126,320,355,366,322
260,223,-36,148,-240,93,-162,84,357,435,449,412
327,298,-29,179,-312,133,-259,37,396,524,543,514
404,378,-24,214,-391,177,-354,-13,432,614,638,613
485,464,-18,253,-473,222,-447,-65,469,705,747,710
539,522,-17,279,-530,251,-530,-123,475,770,820,775
579,564,-16,298,-570,274,-608,-185,463,818,874,818
588,553,-34,313,-570,259,-663,-253,411,804,868,806
577,511,-66,322,-543,223,-705,-324,330,744,817,754
541,468,-71,307,-503,199,-731,-401,206,636,717,663
481,416,-64,273,-449,176,-741,-484,52,488,575,540
403,367,-35,219,-384,166,-722,-537,-96,317,424,408
304,313,10,149,-307,160,-680,-578,-248,122,255,265
218,252,35,93,-235,143,-618,-572,-339,-19,128,158
139,193,56,43,-164,123,-542,-538,-389,-129,25,72
79,146,68,6,-111,107,-469,-494,-412,-202,-49,5
38,116,80,-20,-76,98,-398,-434,-405,-240,-92,-36
11,102,92,-39,-56,96,-330,-363,-374,-248,-108,-52
3,100,99,-47,-51,100,-265,-276,-313,-224,-95,-42
0,104,105,-51,-51,103,-206,-190,-240,-176,-59,-19
4,104,102,-48,-53,103,-152,-105,-161,-109,-11,12
10,95,87,-38,-52,90,-112,-37,-92,-47,33,38
11,72,63,-25,-40,66,-81,10,-41,2,65,54
26,48,23,3,-35,35,-67,34,-23,23,67,50
44,23,-21,34,-33,1,-63,36,-31,16,46,28
41,3,-37,39,-22,-16,-51,36,-47,-1,26,8
28,-5,-32,31,-11,-20,-35,36,-62,-22,9,-9
16,-4,-20,20,-5,-13,-24,41,-71,-36,-4,-18
14,7,-6,12,-10,-1,-16,53,-68,-40,-7,-15
16,16,2,9,-16,9,-6,69,-51,-27,6,-2
20,16,-4,14,-19,5,0,85,-27,1,31,11
21,15,-4,14,-19,5,5,94,-16,13,42,17
20,12,-7,14,-17,1,10,101,-8,21,50,20
17,5,-10,14,-12,-4,14,104,-6,23,54,18
12,0,-11,12,-7,-7,17,104,-10,19,53,13
8,-4,-10,9,-3,-8,18,104,-15,13,49,6
5,-5,-9,7,-1,-8,19,105,-20,7,45,1
5,-4,-7,6,-1,-7,19,106,-23,4,43,-3
6,-2,-7,7,-3,-6,19,109,-22,5,44,-4
9,-1,-9,9,-5,-6,19,113,-18,9,48,-2
12,-1,-12,12,-6,-7,19,117,-14,15,53,2
