7.999999999999955946e+01 -3.000000000000009592e+01 -1.099999999999997016e+02 -2.499999999999992895e+01 9.599999999999970157e+01 -6.899999999999974420e+01 1.050000000000011937e+02 4.020000000000011369e+02 2.600000000000043343e+01 -5.999999999999964473e+01 -6.699999999999982947e+01 -6.700000000000028422e+01
6.639236876626031858e+01 -2.416985011776281311e+01 -8.956062005934458625e+01 -2.013712481272682808e+01 7.997605549373027145e+01 -5.586025029060716918e+01 8.469656693026915661e+01 3.350385235299515330e+02 1.249874897563597642e+01 -6.395146514897304968e+01 -6.607731748512327385e+01 -6.107755142856166941e+01
6.481565751294559163e+01 -1.661707662864847279e+01 -8.044559219558968266e+01 -2.107267381130032291e+01 7.413459452261092508e+01 -4.802783411633590305e+01 7.428414679976670243e+01 2.992987026173462368e+02 3.803479683829560809e+00 -6.572446270733948381e+01 -6.461527337138331006e+01 -5.571097018522191036e+01
6.505116261267563971e+01 -1.852114093517035442e+01 -8.157055263947353296e+01 -2.276383730873930133e+01 7.481750378006172753e+01 -5.004158154278113102e+01 7.482476814968964618e+01 2.930267852208526733e+02 -3.656971664413560585e+00 -7.611681463034886974e+01 -7.332425268402758434e+01 -5.739586151284047588e+01
7.083604757241475625e+01 -2.016612935743104629e+01 -8.997979524339433510e+01 -2.335995539633098161e+01 8.092368193981795343e+01 -5.458238893713113526e+01 7.217859518222654458e+01 2.918933790839421931e+02 -1.093951719921909671e+01 -8.534756074959838656e+01 -7.730851657503107788e+01 -6.123727614057599311e+01
7.102246875843484020e+01 -3.530738877992267533e+01 -1.053462322129961422e+02 -1.584972524453982423e+01 8.963024941869669249e+01 -7.078193957568964834e+01 7.383111955936057313e+01 2.969850526210320254e+02 -2.257150504989434481e+01 -1.000482602273846311e+02 -9.020166437578316732e+01 -7.622412353154800257e+01
7.578288317065670299e+01 -3.826723517227773641e+01 -1.130208917262728221e+02 -1.723181198243329959e+01 9.596998444607878298e+01 -7.572279548481924394e+01 7.311969379749933751e+01 2.969094330668144153e+02 -2.701202821431459355e+01 -1.054442312157141401e+02 -9.531353348126498304e+01 -7.933349012524593036e+01
7.704647240136017672e+01 -4.354576917499005617e+01 -1.205783926803396753e+02 -1.482232430930364231e+01 9.881435855857844786e+01 -8.102346747033212182e+01 7.396709232730351857e+01 2.927418363115734792e+02 -3.357232220990854188e+01 -1.112728832082018329e+02 -9.955220407402882188e+01 -8.545815647539225779e+01
7.705472589032613939e+01 -4.322538434987444589e+01 -1.193405885843096428e+02 -1.435573224734438824e+01 9.915073647312674154e+01 -8.173310725762736695e+01 6.752769773197438496e+01 2.682332493508699258e+02 -3.883145740740314977e+01 -1.106302815616444519e+02 -9.649447331819851570e+01 -8.340376331854447756e+01
7.324275082819632132e+01 -4.760848043333324142e+01 -1.206990242968148550e+02 -1.088401169789507072e+01 9.800902506638136913e+01 -8.513170863235261265e+01 5.849713200985427619e+01 2.398863751635327617e+02 -4.741596569013159979e+01 -1.105397231698108271e+02 -9.673962390956582169e+01 -8.843778267910687418e+01
6.845066860327703750e+01 -4.881113366079543425e+01 -1.183766438940539274e+02 -6.785478227117715200e+00 9.348000140391627610e+01 -8.464101172081876712e+01 4.581903160888006710e+01 2.056547473151977101e+02 -5.462304343935716133e+01 -1.084218519584449183e+02 -9.239534627661419108e+01 -8.639302674137972815e+01
